"city_id","city_jjk","longitude","latitude","towns_rhine"
522,"MORATALLA",-1.88977,38.1913,0
523,"MORELLA",-0.099796,40.6221,0
524,"MORON-DE-LA-FRONTERA",-5.44954,37.119,0
525,"MOTRIL",-3.51686,36.7484,0
526,"MULA",-1.49217,38.0397,0
527,"MURCIA",-1.13046,37.9923,0
528,"NAJERA",-2.72857,42.4181,0
529,"NIJAR",-2.20677,36.9659,0
530,"NOVELDA",-0.766847,38.3841,0
531,"OCANA",-3.49826,39.9569,0
532,"OLIVENZA",-7.10267,38.6826,0
533,"OLOT",2.48802,42.1822,0
534,"OLVERA",-5.25996,36.9352,0
535,"ONTENIENTE",-0.606393,38.8221,0
536,"ORENSE",-7.86388,42.3358,0
537,"ORIHUELA",-0.948005,38.0856,0
538,"OSUNA",-5.10331,37.2374,0
539,"OVIEDO",-5.84939,43.3619,0
540,"PALENCIA",-4.52893,42.0095,0
541,"PALMA",2.64663,39.5712,0
542,"PAMPLONA",-1.64827,42.8117,0
543,"PAREDES-DE-NAVA",-4.69284,42.1516,0
544,"PASTRANA",-2.92129,40.4201,0
545,"PEGO",-0.115644,38.8429,0
546,"PENARANDA",-5.19656,40.9021,0
547,"PLASENCIA",-6.08702,40.0302,0
548,"PONTEVEDRA",-8.64462,42.4299,0
549,"PORCUNA",-4.18465,37.8759,0
550,"POZOBLANCO",-4.84701,38.3778,0
551,"PRIEGO-DE-CORDOBA",-4.19462,37.4387,0
552,"PUENTE-GENIL",-4.76878,37.3918,0
553,"PUERTO-DE-SANTA-MARIA",-6.23291,36.6006,0
554,"PUERTO-REAL",-6.19442,36.5304,0
555,"PUIGCERDA",1.92912,42.4335,0
556,"QUIROGA",-7.26933,42.476,0
557,"REQUENA",-1.10031,39.4909,0
558,"REUS",1.10553,41.1498,0
559,"RONDA",-5.16123,36.7462,0
560,"ROTA",-6.36298,36.6263,0
561,"RUTE",-4.36833,37.3263,0
562,"SABADELL",2.10861,41.5463,0
563,"SALAMANCA",-5.66354,40.9701,0
564,"SAN-CLEMENTE",-2.42944,39.4039,0
565,"SAN-FERNANDO",-6.19659,36.4719,0
566,"SAN-LUCAR-DE-BARRAMEDA",-6.35297,36.7726,0
567,"SAN-ROQUE",-5.38443,36.2105,0
568,"SAN-SEBASTIAN",-1.98123,43.3183,0
569,"SANTANDER",-3.80998,43.4623,0
570,"SANTIAGO",-8.5463,42.8804,0
571,"SEGORBE",-0.488394,39.8486,0
572,"SEGOVIA",-4.10881,40.9429,0
573,"SERON",-2.51141,37.3432,0
